district,quarter,price_sqm_sale,log_price,price_growth_qoq,price_growth_yoy,transaction_count,transaction_value_thousands,avg_transaction_value,value_index,volume_index,mortgage_rate_fixed,fdi_real_estate_transactions_meur
aveiro,2019Q3,1061.6666666666667,6.967595279338154,0.016461277054071743,0.07970262945226825,39554,5800028,146635.68792031147,121.2757031962132,174.80692527814915,2.4133333333333336,418.47
aveiro,2019Q4,1073.0,6.9782137426306985,0.010618463292544789,0.08658784557844523,41676,6136268,147237.45081101832,121.77339389322496,184.18499817697688,2.1866666666666665,490.46
aveiro,2020Q1,1110.0,7.01211529430638,0.03390155167568132,0.09606121250954747,36399,5785538,158947.71834391056,131.4584231641285,160.86356052989206,2.21,468.51
aveiro,2020Q2,1136.3333333333333,7.035561983469793,0.023446689163413303,0.08442798118571115,26379,4125502,156393.41900754388,129.34587844472952,116.5806715354274,2.21,274.49
aveiro,2020Q3,1183.0,7.075808863978387,0.04024688050859382,0.10821358464023323,35596,5427603,152477.8907742443,126.10752326248976,157.31474218033566,2.08,352.27
aveiro,2020Q4,1231.6666666666667,7.116123544714193,0.04031468073580591,0.13790980208349435,39139,6098441,155814.94161833465,128.86744612614154,172.97285352837838,2.1266666666666665,488.87
aveiro,2021Q1,1281.0,7.155396301896734,0.039272757182541085,0.14328100759035411,34614,5595240,161646.7325359681,133.69065495381548,152.97484228087814,1.9566666666666668,345.02
aveiro,2021Q2,1296.3333333333333,7.167295045487638,0.011898743590903926,0.13173306201784474,41736,6933006,166115.7274295572,137.38675721914424,184.45016517694373,2.1933333333333334,512.35
aveiro,2021Q3,1344.3333333333333,7.203653506205258,0.03635846071762039,0.1278446422268713,43447,7345978,169079.0618454669,139.83759623515712,192.0118441259985,2.18,570.74
aveiro,2021Q4,1369.6666666666667,7.2223226802153,0.018669174010041978,0.10619913550110738,45885,8225207,179256.99030184155,148.2552976019511,202.7864632246517,2.1533333333333333,700.74
aveiro,2022Q1,1417.6666666666667,7.256767606585524,0.03444492637022378,0.10137130468879008,43544,8081797,185600.70273746096,153.50189341648706,192.44053077594492,2.3266666666666667,615.95
aveiro,2022Q2,1501.3333333333333,7.314108881151417,0.057341274565892775,0.14681383566377892,43607,8287705,190054.4637328869,157.1853964180325,192.71895612591013,2.98,1047.15
aveiro,2022Q3,1580.0,7.365180126021013,0.05107124486959602,0.16152661981575456,42223,8051492,190689.7188735997,157.71078703058802,186.6024373266747,3.2266666666666666,738.85
aveiro,2022Q4,1641.6666666666667,7.4034672649380795,0.0382871389170667,0.18114458472277928,38526,7362219,191097.41473290764,158.04797371910158,170.26373067871702,3.9066666666666667,762.23
aveiro,2023Q1,1660.6666666666667,7.414974407154016,0.011507142215936739,0.15820680056849223,34493,6857332,198803.58333574928,164.42139501587408,152.440088830945,4.003333333333333,850.7
aveiro,2023Q2,1665.6666666666667,7.417980722676095,0.0030063155220787507,0.10387184152467821,33624,6904628,205348.20366404948,169.83415260390527,148.59958678142505,4.073333333333333,1030.38
aveiro,2023Q3,1662.3333333333333,7.415977516878013,-0.0020032057980818863,0.0507973908570003,34256,7072380,206456.67912190565,170.75092220163313,151.39267918107592,3.9966666666666666,1140.31
aveiro,2023Q4,1658.0,7.4133673356952405,-0.002610181182772564,0.009900070757161039,34126,7174277,210229.0628846041,173.87088910761483,150.81815068114773,3.966666666666667,853.13
aveiro,2024Q1,1684.0,7.428927194802272,0.015559859107031393,0.013952787648255693,33077,6730533,203480.7570214953,168.28967248471187,146.18214763172722,3.813333333333333,664.25
aveiro,2024Q2,1713.6666666666667,7.446390603387395,0.017463408585123297,0.02840988071130024,37125,7876682,212166.5185185185,175.47327047702692,164.072081229491,3.8699999999999997,863.79
aveiro,2024Q3,1731.3333333333333,7.456647103554584,0.010256500167188598,0.040669586676570724,40909,9052016,221271.99393776432,183.003994750677,180.7952800274006,3.6733333333333333,962.02
aveiro,2024Q4,1772.6666666666667,7.480240283134855,0.023593179580271517,0.0668729474396148,45214,10173942,225017.51669836772,186.10174614443363,199.8210122750224,3.41,1048.07
aveiro,2025Q1,1825.3333333333333,7.5095178977402295,0.029277614605374147,0.08059070293795756,41358,9617638,232546.01286329125,192.3282226547581,182.77961307715256,3.4499999999999997,968.9
azores,2015Q1,934.3333333333334,6.839833262496678,,,21762,2662680,122354.5629997243,101.19388995618124,96.176070887978,,319.12
azores,2015Q2,951.6666666666666,6.858214833422001,0.018381570925322777,,20614,2509888,121756.47618123604,100.69923957118108,91.10254228861218,,297.14
azores,2015Q3,930.6666666666666,6.835901175214153,-0.02231365820784781,,22928,2697752,117661.89811584089,97.31280042246271,101.32914958733386,,319.68
azores,2015Q4,884.0,6.784457062637643,-0.05144411257650994,,25205,3071762,121871.13667923032,100.79407005017497,111.39223723607596,,405.34
azores,2016Q1,884.5,6.78502251359984,0.000565450962196401,-0.05481074889683857,24926,3001077,120399.46240872984,99.57691524589762,110.1592106862301,,434.9
azores,2016Q2,867.611111111111,6.7657435855916805,-0.019278928008159113,-0.09247124783032046,26890,3267885,121527.89140944587,100.5101875107177,118.83901048514512,,401.38
azores,2016Q3,862.3333333333334,6.759641893517919,-0.0061016920737611,-0.07625928169623375,26675,3173236,118959.17525773196,98.38571929954205,117.8888287352639,,331.47
azores,2016Q4,848.6666666666666,6.743666490449242,-0.015975403068677174,-0.040790572188400986,28999,3551512,122470.15414324631,101.2894901297318,128.15963053398005,,408.85
azores,2017Q1,872.0,6.77078942390898,0.027122933459737375,-0.014233089690860012,29975,3800102,126775.7130942452,104.85042196590872,132.4730137334409,,489.78
azores,2017Q2,861.1666666666666,6.758288059059129,-0.012501364849850205,-0.007455526532551104,31197,4021419,128904.02923358016,106.61065537213086,137.8735816327658,,370.69
azores,2017Q3,838.5833333333334,6.731713960145333,-0.026574098913796362,-0.027927933372586367,32722,4258992,130156.83637919444,107.64679513938984,144.61324288192336,,384.08
azores,2017Q4,856.0833333333334,6.7523677234282635,0.02065376328293045,0.008701232979021256,35940,4898678,136301.55815247635,112.72881483438267,158.83503298014563,,440.43
azores,2018Q1,839.3333333333334,6.732607925936183,-0.0197597974920809,-0.03818149797279702,34449,4755125,138033.76005109,114.16144018167434,152.2456330309693,,495.45
azores,2018Q2,855.9166666666666,6.752173019377804,0.019565093441621606,-0.006115039681325207,38730,5425227,140078.15646785437,115.8522674050557,171.16529847860434,,514.24
azores,2018Q3,916.3333333333334,6.820380199497136,0.06820718011933202,0.08866623935180318,38964,5512302,141471.66615337235,117.00477583884005,172.19944977847507,,434.61
azores,2018Q4,892.0,6.79346613258001,-0.02691406691712661,0.04109840915174612,39066,5414883,138608.58547074182,114.63685212246476,172.65023367841872,2.64,498.33
azores,2019Q1,864.5,6.7621513051233455,-0.03131482745666414,0.029543379187162877,36954,5261090,142368.62044704228,117.7466059092851,163.31635527958545,2.8666666666666667,445.76
