geo_level,region,year,population
Município,São João da Pesqueira,2009,8040
Município,São João da Pesqueira,2010,7953
Município,São João da Pesqueira,2011,7820
Município,São João da Pesqueira,2012,7665
Município,São João da Pesqueira,2013,7530
Município,São João da Pesqueira,2014,7413
Município,São João da Pesqueira,2015,7305
Município,São João da Pesqueira,2016,7196
Município,São João da Pesqueira,2017,7096
Município,São João da Pesqueira,2018,7009
Município,São João da Pesqueira,2019,6928
Município,São João da Pesqueira,2020,6871
Município,São João da Pesqueira,2022,6535
Município,São João da Pesqueira,2023,6549
Município,São João da Pesqueira,2024,6545
Município,São João da Pesqueira,2025,6495
Município,Sernancelhe,1982,7548
Município,Sernancelhe,1983,7571
Município,Sernancelhe,1984,7590
Município,Sernancelhe,1985,7581
Município,Sernancelhe,1986,7538
Município,Sernancelhe,1987,7467
Município,Sernancelhe,1988,7381
Município,Sernancelhe,1989,7291
Município,Sernancelhe,1990,7187
Município,Sernancelhe,1991,7040
Município,Sernancelhe,1992,6893
Município,Sernancelhe,1993,6775
Município,Sernancelhe,1994,6658
Município,Sernancelhe,1995,6570
Município,Sernancelhe,1996,6489
Município,Sernancelhe,1997,6408
Município,Sernancelhe,1998,6342
Município,Sernancelhe,1999,6277
Município,Sernancelhe,2000,6232
Município,Sernancelhe,2001,6211
Município,Sernancelhe,2002,6187
Município,Sernancelhe,2003,6141
Município,Sernancelhe,2004,6077
Município,Sernancelhe,2005,6018
Município,Sernancelhe,2006,5964
Município,Sernancelhe,2007,5906
Município,Sernancelhe,2008,5841
Município,Sernancelhe,2009,5778
Município,Sernancelhe,2010,5716
Município,Sernancelhe,2011,5692
Município,Sernancelhe,2012,5681
Município,Sernancelhe,2013,5634
Município,Sernancelhe,2014,5587
Município,Sernancelhe,2015,5554
Município,Sernancelhe,2016,5528
Município,Sernancelhe,2017,5506
Município,Sernancelhe,2018,5511
Município,Sernancelhe,2019,5571
Município,Sernancelhe,2020,5637
Município,Sernancelhe,2022,4778
Município,Sernancelhe,2023,4842
Município,Sernancelhe,2024,4931
Município,Sernancelhe,2025,4969
Município,Tabuaço,1982,8623
Município,Tabuaço,1983,8653
Município,Tabuaço,1984,8669
Município,Tabuaço,1985,8660
Município,Tabuaço,1986,8599
Município,Tabuaço,1987,8497
Município,Tabuaço,1988,8365
Município,Tabuaço,1989,8221
Município,Tabuaço,1990,8079
Município,Tabuaço,1991,7924
Município,Tabuaço,1992,7782
Município,Tabuaço,1993,7642
Município,Tabuaço,1994,7481
Município,Tabuaço,1995,7337
Município,Tabuaço,1996,7201
Município,Tabuaço,1997,7065
Município,Tabuaço,1998,6965
Município,Tabuaço,1999,6885
Município,Tabuaço,2000,6795
Município,Tabuaço,2001,6762
Município,Tabuaço,2002,6767
Município,Tabuaço,2003,6739
Município,Tabuaço,2004,6683
Município,Tabuaço,2005,6626
Município,Tabuaço,2006,6580
Município,Tabuaço,2007,6531
Município,Tabuaço,2008,6488
Município,Tabuaço,2009,6449
Município,Tabuaço,2010,6396
Município,Tabuaço,2011,6265
Município,Tabuaço,2012,6086
Município,Tabuaço,2013,5923
Município,Tabuaço,2014,5752
Município,Tabuaço,2015,5591
Município,Tabuaço,2016,5442
Município,Tabuaço,2017,5290
Município,Tabuaço,2018,5150
Município,Tabuaço,2019,5039
Município,Tabuaço,2020,5007
Município,Tabuaço,2022,4590
Município,Tabuaço,2023,4574
Município,Tabuaço,2024,4559
Município,Tabuaço,2025,4532
Município,Tarouca,1982,9470
Município,Tarouca,1983,9543
Município,Tarouca,1984,9582
Município,Tarouca,1985,9610
Município,Tarouca,1986,9630
Município,Tarouca,1987,9648
Município,Tarouca,1988,9679
Município,Tarouca,1989,9711
Município,Tarouca,1990,9709
Município,Tarouca,1991,9588
Município,Tarouca,1992,9395
Município,Tarouca,1993,9208
Município,Tarouca,1994,9025
Município,Tarouca,1995,8864
Município,Tarouca,1996,8717
Município,Tarouca,1997,8577
Município,Tarouca,1998,8451
Município,Tarouca,1999,8351
Município,Tarouca,2000,8289
Município,Tarouca,2001,8293
Município,Tarouca,2002,8303
Município,Tarouca,2003,8283
Município,Tarouca,2004,8262
Município,Tarouca,2005,8237
Município,Tarouca,2006,8229
Município,Tarouca,2007,8227
Município,Tarouca,2008,8191
Município,Tarouca,2009,8146
Município,Tarouca,2010,8099
Município,Tarouca,2011,7965
Município,Tarouca,2012,7809
Município,Tarouca,2013,7705
Município,Tarouca,2014,7601
Município,Tarouca,2015,7507
Município,Tarouca,2016,7441
Município,Tarouca,2017,7388
Município,Tarouca,2018,7343
Município,Tarouca,2019,7320
Município,Tarouca,2020,7333
Município,Tarouca,2022,7071
Município,Tarouca,2023,7175
Município,Tarouca,2024,7305
Município,Tarouca,2025,7412
Município,Torre de Moncorvo,1982,13673
Município,Torre de Moncorvo,1983,13598
Município,Torre de Moncorvo,1984,13501
Município,Torre de Moncorvo,1985,13355
Município,Torre de Moncorvo,1986,13097
Município,Torre de Moncorvo,1987,12749
Município,Torre de Moncorvo,1988,12345
Município,Torre de Moncorvo,1989,11910
Município,Torre de Moncorvo,1990,11423
Município,Torre de Moncorvo,1991,11035
Município,Torre de Moncorvo,1992,10835
Município,Torre de Moncorvo,1993,10698
Município,Torre de Moncorvo,1994,10560
Município,Torre de Moncorvo,1995,10443
Município,Torre de Moncorvo,1996,10336
Município,Torre de Moncorvo,1997,10225
Município,Torre de Moncorvo,1998,10127
Município,Torre de Moncorvo,1999,10041
Município,Torre de Moncorvo,2000,9957
Município,Torre de Moncorvo,2001,9855
Município,Torre de Moncorvo,2002,9741
Município,Torre de Moncorvo,2003,9626
Município,Torre de Moncorvo,2004,9504
Município,Torre de Moncorvo,2005,9369
Município,Torre de Moncorvo,2006,9231
Município,Torre de Moncorvo,2007,9096
Município,Torre de Moncorvo,2008,8955
Município,Torre de Moncorvo,2009,8815
Município,Torre de Moncorvo,2010,8681
Município,Torre de Moncorvo,2011,8388
Município,Torre de Moncorvo,2012,8078
Município,Torre de Moncorvo,2013,7893
Município,Torre de Moncorvo,2014,7708
Município,Torre de Moncorvo,2015,7546
Município,Torre de Moncorvo,2016,7396
Município,Torre de Moncorvo,2017,7267
Município,Torre de Moncorvo,2018,7137
Município,Torre de Moncorvo,2019,7011
Município,Torre de Moncorvo,2020,6896
Município,Torre de Moncorvo,2022,6655
Município,Torre de Moncorvo,2023,6590
Município,Torre de Moncorvo,2024,6505
Município,Torre de Moncorvo,2025,6472
Município,Vila Nova de Foz Côa,1982,11188
Município,Vila Nova de Foz Côa,1983,11087
Município,Vila Nova de Foz Côa,1984,10994
Município,Vila Nova de Foz Côa,1985,10863
Município,Vila Nova de Foz Côa,1986,10623
Município,Vila Nova de Foz Côa,1987,10311
Município,Vila Nova de Foz Côa,1988,9950
Município,Vila Nova de Foz Côa,1989,9568
Município,Vila Nova de Foz Côa,1990,9204
Município,Vila Nova de Foz Côa,1991,8940
Município,Vila Nova de Foz Côa,1992,8794
Município,Vila Nova de Foz Côa,1993,8707
Município,Vila Nova de Foz Côa,1994,8653
Município,Vila Nova de Foz Côa,1995,8608
Município,Vila Nova de Foz Côa,1996,8582
Município,Vila Nova de Foz Côa,1997,8570
Município,Vila Nova de Foz Côa,1998,8550
Município,Vila Nova de Foz Côa,1999,8519
Município,Vila Nova de Foz Côa,2000,8491
Município,Vila Nova de Foz Côa,2001,8448
Município,Vila Nova de Foz Côa,2002,8355
Município,Vila Nova de Foz Côa,2003,8240
Município,Vila Nova de Foz Côa,2004,8120
Município,Vila Nova de Foz Côa,2005,7986
Município,Vila Nova de Foz Côa,2006,7873
Município,Vila Nova de Foz Côa,2007,7778
Município,Vila Nova de Foz Côa,2008,7651
Município,Vila Nova de Foz Côa,2009,7519
Município,Vila Nova de Foz Côa,2010,7392
Município,Vila Nova de Foz Côa,2011,7231
Município,Vila Nova de Foz Côa,2012,7093
Município,Vila Nova de Foz Côa,2013,6992
Município,Vila Nova de Foz Côa,2014,6899
Município,Vila Nova de Foz Côa,2015,6814
Município,Vila Nova de Foz Côa,2016,6710
Município,Vila Nova de Foz Côa,2017,6601
Município,Vila Nova de Foz Côa,2018,6504
Município,Vila Nova de Foz Côa,2019,6416
Município,Vila Nova de Foz Côa,2020,6357
Município,Vila Nova de Foz Côa,2022,5854
Município,Vila Nova de Foz Côa,2023,5827
Município,Vila Nova de Foz Côa,2024,5873
Município,Vila Nova de Foz Côa,2025,5860
Município,Vila Real,1982,47495
Município,Vila Real,1983,47771
Município,Vila Real,1984,47944
Município,Vila Real,1985,48016
Município,Vila Real,1986,47969
Município,Vila Real,1987,47808
Município,Vila Real,1988,47600
Município,Vila Real,1989,47346
Município,Vila Real,1990,47016
Município,Vila Real,1991,46809
Município,Vila Real,1992,46834
Município,Vila Real,1993,46976
Município,Vila Real,1994,47199
Município,Vila Real,1995,47483
Município,Vila Real,1996,47805
Município,Vila Real,1997,48189
Município,Vila Real,1998,48582
Município,Vila Real,1999,48982
Município,Vila Real,2000,49515
Município,Vila Real,2001,50055
Município,Vila Real,2002,50458
Município,Vila Real,2003,50782
Município,Vila Real,2004,51067
Município,Vila Real,2005,51265
Município,Vila Real,2006,51414
Município,Vila Real,2007,51577
Município,Vila Real,2008,51680
Município,Vila Real,2009,51768
Município,Vila Real,2010,51875
Município,Vila Real,2011,51900
Município,Vila Real,2012,51689
Município,Vila Real,2013,51289
Município,Vila Real,2014,50871
Município,Vila Real,2015,50553
Município,Vila Real,2016,50329
Município,Vila Real,2017,50137
Município,Vila Real,2018,49966
Município,Vila Real,2019,49887
Município,Vila Real,2020,49826
Município,Vila Real,2022,50398
Município,Vila Real,2023,51566
Município,Vila Real,2024,52497
Município,Vila Real,2025,52910
NUTS III,Terras de Trás-os-Montes,1982,154289
NUTS III,Terras de Trás-os-Montes,1983,154194
NUTS III,Terras de Trás-os-Montes,1984,153826
NUTS III,Terras de Trás-os-Montes,1985,152893
NUTS III,Terras de Trás-os-Montes,1986,150802
NUTS III,Terras de Trás-os-Montes,1987,147819
NUTS III,Terras de Trás-os-Montes,1988,144419
NUTS III,Terras de Trás-os-Montes,1989,140822
NUTS III,Terras de Trás-os-Montes,1990,136852
NUTS III,Terras de Trás-os-Montes,1991,133757
NUTS III,Terras de Trás-os-Montes,1992,132083
NUTS III,Terras de Trás-os-Montes,1993,130997
NUTS III,Terras de Trás-os-Montes,1994,130073
NUTS III,Terras de Trás-os-Montes,1995,129310
NUTS III,Terras de Trás-os-Montes,1996,128686
NUTS III,Terras de Trás-os-Montes,1997,128144
NUTS III,Terras de Trás-os-Montes,1998,127671
NUTS III,Terras de Trás-os-Montes,1999,127256
NUTS III,Terras de Trás-os-Montes,2000,127005
NUTS III,Terras de Trás-os-Montes,2001,126808
NUTS III,Terras de Trás-os-Montes,2002,126336
NUTS III,Terras de Trás-os-Montes,2003,125604
NUTS III,Terras de Trás-os-Montes,2004,124740
NUTS III,Terras de Trás-os-Montes,2005,123767
NUTS III,Terras de Trás-os-Montes,2006,122757
NUTS III,Terras de Trás-os-Montes,2007,121800
NUTS III,Terras de Trás-os-Montes,2008,120745
NUTS III,Terras de Trás-os-Montes,2009,119637
NUTS III,Terras de Trás-os-Montes,2010,118453
NUTS III,Terras de Trás-os-Montes,2011,117241
NUTS III,Terras de Trás-os-Montes,2012,116027
NUTS III,Terras de Trás-os-Montes,2013,114697
NUTS III,Terras de Trás-os-Montes,2014,113387
NUTS III,Terras de Trás-os-Montes,2015,112172
NUTS III,Terras de Trás-os-Montes,2016,111140
NUTS III,Terras de Trás-os-Montes,2017,110294
NUTS III,Terras de Trás-os-Montes,2018,109549
NUTS III,Terras de Trás-os-Montes,2019,108948
NUTS III,Terras de Trás-os-Montes,2020,108270
NUTS III,Terras de Trás-os-Montes,2022,107199
NUTS III,Terras de Trás-os-Montes,2023,108294
NUTS III,Terras de Trás-os-Montes,2024,109050
NUTS III,Terras de Trás-os-Montes,2025,109143
Município,Alfândega da Fé,1982,7949
Município,Alfândega da Fé,1983,7914
Município,Alfândega da Fé,1984,7865
Município,Alfândega da Fé,1985,7792
Município,Alfândega da Fé,1986,7678
Município,Alfândega da Fé,1987,7529
Município,Alfândega da Fé,1988,7338
Município,Alfândega da Fé,1989,7146
Município,Alfândega da Fé,1990,6950
Município,Alfândega da Fé,1991,6777
Município,Alfândega da Fé,1992,6654
Município,Alfândega da Fé,1993,6558
Município,Alfândega da Fé,1994,6465
Município,Alfândega da Fé,1995,6374
Município,Alfândega da Fé,1996,6292
Município,Alfândega da Fé,1997,6216
Município,Alfândega da Fé,1998,6137
Município,Alfândega da Fé,1999,6063
Município,Alfândega da Fé,2000,5996
Município,Alfândega da Fé,2001,5930
Município,Alfândega da Fé,2002,5862
Município,Alfândega da Fé,2003,5788
Município,Alfândega da Fé,2004,5709
Município,Alfândega da Fé,2005,5621
Município,Alfândega da Fé,2006,5524
Município,Alfândega da Fé,2007,5434
Município,Alfândega da Fé,2008,5348
Município,Alfândega da Fé,2009,5264
Município,Alfândega da Fé,2010,5165
Município,Alfândega da Fé,2011,5049
Município,Alfândega da Fé,2012,4937
Município,Alfândega da Fé,2013,4841
Município,Alfândega da Fé,2014,4758
Município,Alfândega da Fé,2015,4671
Município,Alfândega da Fé,2016,4599
Município,Alfândega da Fé,2017,4542
Município,Alfândega da Fé,2018,4496
Município,Alfândega da Fé,2019,4453
Município,Alfândega da Fé,2020,4387
Município,Alfândega da Fé,2022,4409
Município,Alfândega da Fé,2023,4331
Município,Alfândega da Fé,2024,4277
Município,Alfândega da Fé,2025,4233
Município,Bragança,1982,35588
Município,Bragança,1983,35637
Município,Bragança,1984,35654
Município,Bragança,1985,35614
Município,Bragança,1986,35400
Município,Bragança,1987,35051
Município,Bragança,1988,34653
Município,Bragança,1989,34222
Município,Bragança,1990,33735
Município,Bragança,1991,33428
Município,Bragança,1992,33368
Município,Bragança,1993,33398
Município,Bragança,1994,33473
Município,Bragança,1995,33595
Município,Bragança,1996,33732
Município,Bragança,1997,33875
Município,Bragança,1998,34043
Município,Bragança,1999,34242
Município,Bragança,2000,34514
Município,Bragança,2001,34797
Município,Bragança,2002,34982
Município,Bragança,2003,35097
Município,Bragança,2004,35199
Município,Bragança,2005,35260
Município,Bragança,2006,35296
Município,Bragança,2007,35343
Município,Bragança,2008,35377
Município,Bragança,2009,35412
Município,Bragança,2010,35413
Município,Bragança,2011,35592
Município,Bragança,2012,35690
Município,Bragança,2013,35480
Município,Bragança,2014,35243
Município,Bragança,2015,35029
Município,Bragança,2016,34917
Município,Bragança,2017,34896
Município,Bragança,2018,34890
Município,Bragança,2019,34934
Município,Bragança,2020,34874
Município,Bragança,2022,35987
Município,Bragança,2023,37191
Município,Bragança,2024,38061
Município,Bragança,2025,38371
Município,Macedo de Cavaleiros,1982,21773
Município,Macedo de Cavaleiros,1983,21793
Município,Macedo de Cavaleiros,1984,21769
Município,Macedo de Cavaleiros,1985,21672
Município,Macedo de Cavaleiros,1986,21410
Município,Macedo de Cavaleiros,1987,21010
Município,Macedo de Cavaleiros,1988,20541
Município,Macedo de Cavaleiros,1989,20050
Município,Macedo de Cavaleiros,1990,19512
Município,Macedo de Cavaleiros,1991,19037
Município,Macedo de Cavaleiros,1992,18734
Município,Macedo de Cavaleiros,1993,18505
Município,Macedo de Cavaleiros,1994,18279
Município,Macedo de Cavaleiros,1995,18090
Município,Macedo de Cavaleiros,1996,17927
Município,Macedo de Cavaleiros,1997,17766
Município,Macedo de Cavaleiros,1998,17637
Município,Macedo de Cavaleiros,1999,17540
Município,Macedo de Cavaleiros,2000,17452
Município,Macedo de Cavaleiros,2001,17389
Município,Macedo de Cavaleiros,2002,17308
Município,Macedo de Cavaleiros,2003,17186
Município,Macedo de Cavaleiros,2004,17035
Município,Macedo de Cavaleiros,2005,16858
Município,Macedo de Cavaleiros,2006,16682
Município,Macedo de Cavaleiros,2007,16517
Município,Macedo de Cavaleiros,2008,16336
Município,Macedo de Cavaleiros,2009,16139
Município,Macedo de Cavaleiros,2010,15923
Município,Macedo de Cavaleiros,2011,15642
Município,Macedo de Cavaleiros,2012,15376
Município,Macedo de Cavaleiros,2013,15178
Município,Macedo de Cavaleiros,2014,15004
Município,Macedo de Cavaleiros,2015,14843
Município,Macedo de Cavaleiros,2016,14706
Município,Macedo de Cavaleiros,2017,14605
Município,Macedo de Cavaleiros,2018,14509
Município,Macedo de Cavaleiros,2019,14421
Município,Macedo de Cavaleiros,2020,14336
Município,Macedo de Cavaleiros,2022,13794
Município,Macedo de Cavaleiros,2023,13836
Município,Macedo de Cavaleiros,2024,13878
Município,Macedo de Cavaleiros,2025,13873
Município,Miranda do Douro,1982,9969
Município,Miranda do Douro,1983,9947
Município,Miranda do Douro,1984,9919
Município,Miranda do Douro,1985,9843
Município,Miranda do Douro,1986,9727
Município,Miranda do Douro,1987,9567
Município,Miranda do Douro,1988,9379
Município,Miranda do Douro,1989,9190
Município,Miranda do Douro,1990,8962
Município,Miranda do Douro,1991,8747
Município,Miranda do Douro,1992,8598
Município,Miranda do Douro,1993,8491
Município,Miranda do Douro,1994,8404
Município,Miranda do Douro,1995,8325
Município,Miranda do Douro,1996,8253
Município,Miranda do Douro,1997,8195
Município,Miranda do Douro,1998,8148
Município,Miranda do Douro,1999,8095
Município,Miranda do Douro,2000,8055
Município,Miranda do Douro,2001,8044
Município,Miranda do Douro,2002,8029
Município,Miranda do Douro,2003,7988
Município,Miranda do Douro,2004,7927
Município,Miranda do Douro,2005,7866
Município,Miranda do Douro,2006,7803
Município,Miranda do Douro,2007,7749
Município,Miranda do Douro,2008,7704
Município,Miranda do Douro,2009,7635
Município,Miranda do Douro,2010,7552
Município,Miranda do Douro,2011,7438
Município,Miranda do Douro,2012,7312
Município,Miranda do Douro,2013,7186
Município,Miranda do Douro,2014,7052
Município,Miranda do Douro,2015,6945
Município,Miranda do Douro,2016,6854
Município,Miranda do Douro,2017,6756
Município,Miranda do Douro,2018,6668
Município,Miranda do Douro,2019,6599
Município,Miranda do Douro,2020,6538
Município,Miranda do Douro,2022,6213
Município,Miranda do Douro,2023,6174
Município,Miranda do Douro,2024,6158
Município,Miranda do Douro,2025,6111
Município,Mirandela,1982,29123
Município,Mirandela,1983,29160
Município,Mirandela,1984,29159
Município,Mirandela,1985,28998
Município,Mirandela,1986,28571
Município,Mirandela,1987,27981
Município,Mirandela,1988,27359
Município,Mirandela,1989,26706
Município,Mirandela,1990,25971
Município,Mirandela,1991,25480
Município,Mirandela,1992,25320
Município,Mirandela,1993,25300
Município,Mirandela,1994,25323
Município,Mirandela,1995,25373
Município,Mirandela,1996,25449
Município,Mirandela,1997,25534
Município,Mirandela,1998,25606
Município,Mirandela,1999,25666
Município,Mirandela,2000,25744
Município,Mirandela,2001,25756
Município,Mirandela,2002,25663
Município,Mirandela,2003,25515
Município,Mirandela,2004,25326
Município,Mirandela,2005,25116
Município,Mirandela,2006,24917
Município,Mirandela,2007,24722
Município,Mirandela,2008,24500
Município,Mirandela,2009,24272
Município,Mirandela,2010,24030
Município,Mirandela,2011,23818
Município,Mirandela,2012,23586
Município,Mirandela,2013,23277
Município,Mirandela,2014,22982
Município,Mirandela,2015,22709
Município,Mirandela,2016,22434
Município,Mirandela,2017,22178
Município,Mirandela,2018,21939
Município,Mirandela,2019,21736
Município,Mirandela,2020,21576
Município,Mirandela,2022,21390
Município,Mirandela,2023,21603
Município,Mirandela,2024,21758
Município,Mirandela,2025,21776
Município,Mogadouro,1982,15387
Município,Mogadouro,1983,15337
Município,Mogadouro,1984,15240
Município,Mogadouro,1985,15076
Município,Mogadouro,1986,14754
Município,Mogadouro,1987,14315
Município,Mogadouro,1988,13822
Município,Mogadouro,1989,13285
Município,Mogadouro,1990,12703
Município,Mogadouro,1991,12290
Município,Mogadouro,1992,12078
Município,Mogadouro,1993,11941
Município,Mogadouro,1994,11834
Município,Mogadouro,1995,11733
Município,Mogadouro,1996,11640
Município,Mogadouro,1997,11544
Município,Mogadouro,1998,11449
Município,Mogadouro,1999,11356
Município,Mogadouro,2000,11261
Município,Mogadouro,2001,11160
Município,Mogadouro,2002,11024
Município,Mogadouro,2003,10864
Município,Mogadouro,2004,10692
Município,Mogadouro,2005,10514
Município,Mogadouro,2006,10356
Município,Mogadouro,2007,10205
Município,Mogadouro,2008,10014
Município,Mogadouro,2009,9827
Município,Mogadouro,2010,9657
Município,Mogadouro,2011,9450
Município,Mogadouro,2012,9265
Município,Mogadouro,2013,9142
Município,Mogadouro,2014,9024
Município,Mogadouro,2015,8906
Município,Mogadouro,2016,8797
Município,Mogadouro,2017,8699
Município,Mogadouro,2018,8613
Município,Mogadouro,2019,8527
Município,Mogadouro,2020,8447
Município,Mogadouro,2022,8210
Município,Mogadouro,2023,8168
Município,Mogadouro,2024,8089
Município,Mogadouro,2025,8047
Município,Vila Flor,1982,9800
Município,Vila Flor,1983,9824
Município,Vila Flor,1984,9839
Município,Vila Flor,1985,9827
Município,Vila Flor,1986,9757
Município,Vila Flor,1987,9629
Município,Vila Flor,1988,9469
Município,Vila Flor,1989,9303
Município,Vila Flor,1990,9096
Município,Vila Flor,1991,8874
Município,Vila Flor,1992,8703
Município,Vila Flor,1993,8576
Município,Vila Flor,1994,8450
Município,Vila Flor,1995,8334
Município,Vila Flor,1996,8234
Município,Vila Flor,1997,8141
Município,Vila Flor,1998,8063
Município,Vila Flor,1999,7995
Município,Vila Flor,2000,7928
Município,Vila Flor,2001,7862
Município,Vila Flor,2002,7769
Município,Vila Flor,2003,7660
Município,Vila Flor,2004,7551
Município,Vila Flor,2005,7436
Município,Vila Flor,2006,7318
Município,Vila Flor,2007,7197
Município,Vila Flor,2008,7052
Município,Vila Flor,2009,6901
Município,Vila Flor,2010,6772
Município,Vila Flor,2011,6662
Município,Vila Flor,2012,6572
Município,Vila Flor,2013,6496
Município,Vila Flor,2014,6412
Município,Vila Flor,2015,6325
Município,Vila Flor,2016,6261
Município,Vila Flor,2017,6218
Município,Vila Flor,2018,6169
Município,Vila Flor,2019,6122
Município,Vila Flor,2020,6102
Município,Vila Flor,2022,5806
Município,Vila Flor,2023,5797
Município,Vila Flor,2024,5797
Município,Vila Flor,2025,5787
Município,Vimioso,1982,8509
Município,Vimioso,1983,8454
Município,Vimioso,1984,8358
Município,Vimioso,1985,8232
Município,Vimioso,1986,8025
Município,Vimioso,1987,7735
Município,Vimioso,1988,7395
Município,Vimioso,1989,7038
Município,Vimioso,1990,6652
Município,Vimioso,1991,6352
Município,Vimioso,1992,6189
Município,Vimioso,1993,6061
Município,Vimioso,1994,5926
Município,Vimioso,1995,5791
Município,Vimioso,1996,5679
Município,Vimioso,1997,5592
Município,Vimioso,1998,5496
Município,Vimioso,1999,5400
Município,Vimioso,2000,5335
Município,Vimioso,2001,5297
Município,Vimioso,2002,5251
Município,Vimioso,2003,5187
Município,Vimioso,2004,5127
Município,Vimioso,2005,5074
Município,Vimioso,2006,4999
Município,Vimioso,2007,4921
Município,Vimioso,2008,4861
Município,Vimioso,2009,4802
Município,Vimioso,2010,4738
Município,Vimioso,2011,4649
Município,Vimioso,2012,4569
Município,Vimioso,2013,4514
Município,Vimioso,2014,4462
Município,Vimioso,2015,4403
Município,Vimioso,2016,4346
Município,Vimioso,2017,4292
Município,Vimioso,2018,4255
Município,Vimioso,2019,4239
Município,Vimioso,2020,4197
Município,Vimioso,2022,3859
Município,Vimioso,2023,3808
Município,Vimioso,2024,3756
Município,Vimioso,2025,3723
Município,Vinhais,1982,16193
Município,Vinhais,1983,16130
Município,Vinhais,1984,16025
Município,Vinhais,1985,15841
Município,Vinhais,1986,15482
Município,Vinhais,1987,15003
Município,Vinhais,1988,14465
Município,Vinhais,1989,13885
Município,Vinhais,1990,13272
Município,Vinhais,1991,12774
Município,Vinhais,1992,12442
Município,Vinhais,1993,12171
Município,Vinhais,1994,11921
Município,Vinhais,1995,11697
Município,Vinhais,1996,11483
Município,Vinhais,1997,11283
Município,Vinhais,1998,11093
Município,Vinhais,1999,10902
Município,Vinhais,2000,10724
Município,Vinhais,2001,10576
Município,Vinhais,2002,10449
Município,Vinhais,2003,10321
Município,Vinhais,2004,10175
Município,Vinhais,2005,10024
Município,Vinhais,2006,9864
Município,Vinhais,2007,9715
Município,Vinhais,2008,9554
Município,Vinhais,2009,9387
Município,Vinhais,2010,9205
Município,Vinhais,2011,8943
Município,Vinhais,2012,8723
Município,Vinhais,2013,8585
Município,Vinhais,2014,8453
Município,Vinhais,2015,8343
Município,Vinhais,2016,8228
Município,Vinhais,2017,8112
Município,Vinhais,2018,8013
Município,Vinhais,2019,7919
Município,Vinhais,2020,7815
Município,Vinhais,2022,7533
Município,Vinhais,2023,7389
Município,Vinhais,2024,7279
Município,Vinhais,2025,7223
NUTS II,Centro,1982,1760308
NUTS II,Centro,1983,1764282
NUTS II,Centro,1984,1766470
NUTS II,Centro,1985,1766336
NUTS II,Centro,1986,1762154
NUTS II,Centro,1987,1755414
NUTS II,Centro,1988,1747030
NUTS II,Centro,1989,1737784
NUTS II,Centro,1990,1726937
NUTS II,Centro,1991,1722575
NUTS II,Centro,1992,1723156
NUTS II,Centro,1993,1723208
NUTS II,Centro,1994,1726701
NUTS II,Centro,1995,1731609
NUTS II,Centro,1996,1736823
NUTS II,Centro,1997,1743004
NUTS II,Centro,1998,1749752
NUTS II,Centro,1999,1757147
NUTS II,Centro,2000,1766718
NUTS II,Centro,2001,1773978
NUTS II,Centro,2002,1776004
NUTS II,Centro,2003,1774838
NUTS II,Centro,2004,1771602
NUTS II,Centro,2005,1767729
NUTS II,Centro,2006,1763743
NUTS II,Centro,2007,1759785
NUTS II,Centro,2008,1754974
NUTS II,Centro,2009,1749594
NUTS II,Centro,2010,1743505
NUTS II,Centro,2011,1738468
NUTS II,Centro,2012,1729653
NUTS II,Centro,2013,1714823
NUTS II,Centro,2014,1700194
NUTS II,Centro,2015,1688144
NUTS II,Centro,2016,1677798
NUTS II,Centro,2017,1668147
NUTS II,Centro,2018,1660295
NUTS II,Centro,2019,1657836
NUTS II,Centro,2020,1660510
NUTS II,Centro,2022,1687847
NUTS II,Centro,2023,1725858
NUTS II,Centro,2024,1753221
NUTS II,Centro,2025,1767277
NUTS III,Região de Aveiro,1982,320162
NUTS III,Região de Aveiro,1983,322202
NUTS III,Região de Aveiro,1984,323987
NUTS III,Região de Aveiro,1985,325533
NUTS III,Região de Aveiro,1986,327054
NUTS III,Região de Aveiro,1987,328583
NUTS III,Região de Aveiro,1988,330027
NUTS III,Região de Aveiro,1989,331439
NUTS III,Região de Aveiro,1990,332696
NUTS III,Região de Aveiro,1991,334763
NUTS III,Região de Aveiro,1992,337089
NUTS III,Região de Aveiro,1993,339187
NUTS III,Região de Aveiro,1994,342020
NUTS III,Região de Aveiro,1995,345100
NUTS III,Região de Aveiro,1996,348293
NUTS III,Região de Aveiro,1997,351636
NUTS III,Região de Aveiro,1998,354958
NUTS III,Região de Aveiro,1999,358262
NUTS III,Região de Aveiro,2000,361991
NUTS III,Região de Aveiro,2001,365117
NUTS III,Região de Aveiro,2002,366908
NUTS III,Região de Aveiro,2003,368131
NUTS III,Região de Aveiro,2004,368825
NUTS III,Região de Aveiro,2005,369274
NUTS III,Região de Aveiro,2006,369767
NUTS III,Região de Aveiro,2007,370216
NUTS III,Região de Aveiro,2008,370537
NUTS III,Região de Aveiro,2009,370709
NUTS III,Região de Aveiro,2010,370732
NUTS III,Região de Aveiro,2011,371057
NUTS III,Região de Aveiro,2012,370581
NUTS III,Região de Aveiro,2013,368782
NUTS III,Região de Aveiro,2014,366996
NUTS III,Região de Aveiro,2015,365749
NUTS III,Região de Aveiro,2016,364942
NUTS III,Região de Aveiro,2017,364494
NUTS III,Região de Aveiro,2018,364664
NUTS III,Região de Aveiro,2019,366257
NUTS III,Região de Aveiro,2020,368441
